site_name,wan_total,wan0_label,wan0_ip,wan0_type,wan0_isp,wan0_interface,backup/standby,wan1_label,wan1_ip,wan1_type,wan1_isp,wan1_interface,backup/standby,wan2_label,wan2_ip,wan2_type,wan2_isp,wan2_interface,backup/standby,sim_total
002_Manchester_Arndale,3,Kerv-TRB,95.129.20.42,WIRELESS,Wireless Logic,GE5,Yes,VCG-ADSL,109.68.14.89,WIRED,Vcg Technology Services,GE6,No,Kerv-USB-4G,95.129.20.29,WIRELESS,Wireless Logic,USB1,No,2
008_Kings_Road,3,Kerv-TRB,95.129.20.46,WIRELESS,Wireless Logic,GE4,Yes,VCG-SoGEA,185.14.214.2,WIRED,Vcg Technology Services Limited,GE6,No,Kerv-USB-4G,95.129.20.31,WIRELESS,Wireless Logic,USB2,No,2
010_Camden,2,Kerv-TRB,95.129.20.24,WIRELESS,Wireless Logic,GE5,No,VCG-FTTP,109.68.14.79,WIRED,Vcg Technology Services,GE6,No,1
011_Portobello_Rd_London,2,TRB,95.129.20.44,WIRED,Wireless Logic,GE5,Yes,VCG-SoGEA,185.14.214.7,WIRED,Vcg Technology Services,GE6,No,1
015_MeadowHall,2,VCG-ADSL,185.14.214.67,WIRED,Vcg Technology Services,GE6,No,Kerv-TRB,95.129.20.40,WIRELESS,Wireless Logic,GE5,Yes,1
018_Brighton,2,KERV-TRB,95.129.20.18,WIRELESS,Wireless Logic,GE5,Yes,VCG-FTTP,109.68.14.85,WIRED,Vcg Technology Services,GE6,No,1
027_Edinburgh,2,VCG-ADSL,185.14.214.74,WIRED,Vcg Technology Services,GE6,No,Kerv-TRB ,95.129.20.45,WIRELESS,Wireless Logic,GE5,No,1
031_Liffey_Valley,3,Kerv-USB-4G,95.129.20.26,WIRELESS,Wireless Logic,USB2,No,Kerv-USB-4G,95.129.20.23,WIRELESS,Wireless Logic,USB1,No,VCG-ADSL,185.14.214.93,WIRED,Vcg Technology Services,GE6,No,2
035_Carnaby_St_London,3,Kerv-USB-4G,95.129.20.27,WIRELESS,Wireless Logic,USB1,No,Wireless Logic,95.129.20.23,WIRED,Wireless Logic,GE4,No,VCG-FTTP,109.68.14.80,WIRED,Vcg Technology Services,GE6,No,2
044_Henry_Street,2,Kerv-TRB,95.129.20.29,WIRELESS,,GE4,Yes,VCG-SoGEA,109.68.15.118,WIRED,Vcg Technology Services,GE6,No,0
045_Belfast,2,Kerv-USB-4G,95.129.20.21,WIRELESS,Wireless Logic,USB1,No,VCG-ADSL,109.68.14.86,WIRED,Luminet Data,GE5,No,1
047_Dundrum,3,Wireless Logic - TRB,95.129.20.43,WIRELESS,Wireless Logic,GE5,Yes,Digiweb,84.203.44.48,WIRED,Digiweb,GE6,No,Wireless Logic,95.129.20.22,WIRELESS,Wireless Logic,USB1,No,2
